Month;Year;Customer_Age;Age_Group;Age_Group_NUMBER;Customer_Gender;Country;Product_Category;Order_Quantity;Unit_Cost;Unit_Price;Profit;Cost;Revenue
October;2018;26;Young Adults (25-34);1;M;Australia;Clothing;19;3.00;9.00;114.00;57.00;171.00
October;2018;36;Adults (35-64);1;M;Australia;Accessories;19;1.00;4.00;57.00;19.00;76.00
October;2018;36;Adults (35-64);1;F;France;Accessories;19;1.00;4.00;57.00;19.00;76.00
October;2018;18;Youth (<25);1;F;France;Accessories;18;1.00;4.00;54.00;18.00;72.00
October;2018;23;Youth (<25);1;M;Australia;Clothing;18;42.00;54.00;216.00;756.00;972.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;18;1.00;4.00;54.00;18.00;72.00
October;2018;31;Young Adults (25-34);1;F;canada;Clothing;18;42.00;54.00;216.00;756.00;972.00
October;2018;36;Adults (35-64);1;M;Germany;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;46;Adults (35-64);1;M;United States;Clothing;18;7.00;9.00;36.00;126.00;162.00
October;2018;18;Youth (<25);1;M;Australia;Accessories;17;1.00;2.00;17.00;17.00;34.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;17;1.00;4.00;51.00;17.00;68.00
October;2018;34;Young Adults (25-34);1;M;Australia;Accessories;17;2.00;5.00;51.00;34.00;85.00
October;2018;38;Adults (35-64);1;F;canada;Accessories;16;13.00;35.00;352.00;208.00;560.00
October;2018;57;Adults (35-64);1;M;United States;Accessories;16;2.00;5.00;48.00;32.00;80.00
October;2018;24;Youth (<25);1;M;United States;Accessories;15;2.00;5.00;45.00;30.00;75.00
October;2018;30;Young Adults (25-34);1;F;United States;Clothing;15;42.00;54.00;180.00;630.00;810.00
October;2018;30;Young Adults (25-34);1;M;United States;Clothing;15;42.00;54.00;180.00;630.00;810.00
October;2018;34;Young Adults (25-34);1;M;United States;Clothing;15;7.00;9.00;30.00;105.00;135.00
October;2018;18;Youth (<25);1;F;Germany;Accessories;14;2.00;5.00;42.00;28.00;70.00
October;2018;36;Adults (35-64);1;F;France;Accessories;14;1.00;4.00;42.00;14.00;56.00
October;2018;18;Youth (<25);1;M;Australia;Accessories;13;3.00;8.00;65.00;39.00;104.00
October;2018;26;Young Adults (25-34);1;M;Australia;Clothing;13;42.00;54.00;156.00;546.00;702.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;13;11.00;29.00;234.00;143.00;377.00
October;2018;31;Young Adults (25-34);1;F;United States;Accessories;13;13.00;35.00;286.00;169.00;455.00
October;2018;19;Youth (<25);1;M;United States;Accessories;12;2.00;5.00;36.00;24.00;60.00
October;2018;24;Youth (<25);1;F;France;Clothing;12;26.00;70.00;528.00;312.00;840.00
October;2018;25;Young Adults (25-34);1;M;canada;Accessories;12;13.00;35.00;264.00;156.00;420.00
October;2018;32;Young Adults (25-34);1;F;France;Accessories;12;8.00;21.00;156.00;96.00;252.00
October;2018;18;Youth (<25);1;F;Germany;Accessories;11;2.00;5.00;33.00;22.00;55.00
October;2018;22;Youth (<25);1;F;Australia;Accessories;11;13.00;35.00;242.00;143.00;385.00
October;2018;26;Young Adults (25-34);1;M;Australia;Accessories;11;13.00;35.00;242.00;143.00;385.00
October;2018;34;Young Adults (25-34);1;M;Australia;Clothing;11;9.00;24.00;165.00;99.00;264.00
October;2018;36;Adults (35-64);1;M;Germany;Accessories;11;13.00;35.00;242.00;143.00;385.00
October;2018;25;Young Adults (25-34);1;M;canada;Accessories;10;13.00;35.00;220.00;130.00;350.00
October;2018;27;Young Adults (25-34);1;M;canada;Clothing;10;9.00;24.00;150.00;90.00;240.00
October;2018;43;Adults (35-64);1;F;United States;Accessories;10;45.00;120.00;750.00;450.00;1200.00
October;2018;55;Adults (35-64);1;F;United States;Clothing;10;26.00;70.00;440.00;260.00;700.00
October;2018;57;Adults (35-64);1;M;United States;Clothing;10;38.00;50.00;120.00;380.00;500.00
October;2018;23;Youth (<25);1;M;Australia;Accessories;9;2.00;5.00;27.00;18.00;45.00
October;2018;29;Young Adults (25-34);1;M;United Kingdom;Accessories;9;2.00;5.00;27.00;18.00;45.00
October;2018;21;Youth (<25);1;F;Australia;Accessories;8;2.00;5.00;24.00;16.00;40.00
October;2018;23;Youth (<25);1;M;Australia;Accessories;8;2.00;5.00;24.00;16.00;40.00
October;2018;25;Young Adults (25-34);1;M;United Kingdom;Accessories;8;1.00;2.00;8.00;8.00;16.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;8;8.00;22.00;112.00;64.00;176.00
October;2018;46;Adults (35-64);1;M;United States;Clothing;8;26.00;70.00;352.00;208.00;560.00
October;2018;24;Youth (<25);1;M;United States;Clothing;7;9.00;24.00;105.00;63.00;168.00
October;2018;26;Young Adults (25-34);1;M;United States;Clothing;7;26.00;70.00;308.00;182.00;490.00
October;2018;32;Young Adults (25-34);1;M;United States;Accessories;7;1.00;4.00;21.00;7.00;28.00
October;2018;41;Adults (35-64);1;M;United States;Accessories;7;13.00;35.00;154.00;91.00;245.00
October;2018;18;Youth (<25);1;F;France;Accessories;6;1.00;4.00;18.00;6.00;24.00
October;2018;34;Young Adults (25-34);1;M;canada;Accessories;6;1.00;2.00;6.00;6.00;12.00
October;2018;36;Adults (35-64);1;F;United States;Accessories;6;2.00;5.00;18.00;12.00;30.00
October;2018;18;Youth (<25);1;F;Germany;Accessories;5;2.00;5.00;15.00;10.00;25.00
October;2018;31;Young Adults (25-34);1;F;United States;Accessories;5;13.00;35.00;110.00;65.00;175.00
October;2018;34;Young Adults (25-34);1;M;Australia;Accessories;5;2.00;5.00;15.00;10.00;25.00
October;2018;34;Young Adults (25-34);1;M;United States;Accessories;5;2.00;5.00;15.00;10.00;25.00
October;2018;36;Adults (35-64);1;F;United States;Accessories;5;2.00;5.00;15.00;10.00;25.00
October;2018;25;Young Adults (25-34);1;M;canada;Accessories;4;13.00;35.00;88.00;52.00;140.00
October;2018;27;Young Adults (25-34);1;M;canada;Accessories;4;2.00;5.00;12.00;8.00;20.00
October;2018;34;Young Adults (25-34);1;M;United States;Accessories;4;2.00;5.00;12.00;8.00;20.00
October;2018;34;Young Adults (25-34);1;M;Australia;Accessories;4;13.00;35.00;88.00;52.00;140.00
October;2018;35;Adults (35-64);1;M;United States;Accessories;4;2.00;5.00;12.00;8.00;20.00
October;2018;50;Adults (35-64);1;M;Germany;Accessories;4;1.00;2.00;4.00;4.00;8.00
October;2018;18;Youth (<25);1;F;United States;Accessories;3;8.00;22.00;42.00;24.00;66.00
October;2018;22;Youth (<25);1;F;Australia;Accessories;3;8.00;22.00;42.00;24.00;66.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;3;3.00;8.00;15.00;9.00;24.00
October;2018;29;Young Adults (25-34);1;F;United States;Accessories;3;13.00;35.00;66.00;39.00;105.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;3;11.00;29.00;54.00;33.00;87.00
October;2018;25;Young Adults (25-34);1;M;Germany;Accessories;2;13.00;35.00;44.00;26.00;70.00
October;2018;36;Adults (35-64);1;M;Germany;Accessories;2;2.00;5.00;6.00;4.00;10.00
October;2018;18;Youth (<25);1;F;United States;Bikes;1;1266.00;2320.00;1054.00;1266.00;2320.00
October;2018;18;Youth (<25);1;M;Australia;Bikes;1;2171.00;3578.00;1407.00;2171.00;3578.00
October;2018;19;Youth (<25);1;M;United States;Bikes;1;420.00;769.00;349.00;420.00;769.00
October;2018;22;Youth (<25);1;F;Australia;Bikes;1;1252.00;2295.00;1043.00;1252.00;2295.00
October;2018;23;Youth (<25);1;F;United States;Accessories;1;13.00;35.00;22.00;13.00;35.00
October;2018;23;Youth (<25);1;M;Australia;Bikes;1;1912.00;3400.00;1488.00;1912.00;3400.00
October;2018;25;Young Adults (25-34);1;M;United States;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;26;Young Adults (25-34);1;M;Australia;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;27;Young Adults (25-34);1;F;United States;Bikes;1;1266.00;2320.00;1054.00;1266.00;2320.00
October;2018;27;Young Adults (25-34);1;F;United States;Bikes;1;755.00;1215.00;460.00;755.00;1215.00
October;2018;29;Young Adults (25-34);1;M;United States;Bikes;1;2171.00;3578.00;1407.00;2171.00;3578.00
October;2018;29;Young Adults (25-34);1;M;United Kingdom;Bikes;1;755.00;1215.00;460.00;755.00;1215.00
October;2018;29;Young Adults (25-34);1;F;United States;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;30;Young Adults (25-34);1;M;United States;Bikes;1;487.00;783.00;296.00;487.00;783.00
October;2018;30;Young Adults (25-34);1;F;United States;Bikes;1;487.00;783.00;296.00;487.00;783.00
October;2018;32;Young Adults (25-34);1;F;France;Bikes;1;344.00;540.00;196.00;344.00;540.00
October;2018;34;Young Adults (25-34);1;M;Australia;Bikes;1;2171.00;3578.00;1407.00;2171.00;3578.00
October;2018;34;Young Adults (25-34);1;F;Australia;Bikes;1;2171.00;3578.00;1407.00;2171.00;3578.00
October;2018;34;Young Adults (25-34);1;M;canada;Bikes;1;2171.00;3578.00;1407.00;2171.00;3578.00
October;2018;36;Adults (35-64);1;F;United States;Bikes;1;487.00;783.00;296.00;487.00;783.00
October;2018;36;Adults (35-64);1;M;Germany;Bikes;1;461.00;742.00;281.00;461.00;742.00
October;2018;36;Adults (35-64);1;F;United States;Clothing;1;24.00;64.00;40.00;24.00;64.00
October;2018;38;Adults (35-64);1;F;canada;Bikes;1;1555.00;2443.00;888.00;1555.00;2443.00
October;2018;41;Adults (35-64);1;F;canada;Bikes;1;461.00;742.00;281.00;461.00;742.00
October;2018;42;Adults (35-64);1;F;United States;Bikes;1;344.00;540.00;196.00;344.00;540.00
October;2018;50;Adults (35-64);1;M;Germany;Accessories;1;1.00;2.00;1.00;1.00;2.00
October;2018;55;Adults (35-64);1;M;Germany;Bikes;1;461.00;742.00;281.00;461.00;742.00
October;2018;18;Youth (<25);1;M;United States;Accessories;30;2.00;5.00;90.00;60.00;150.00
October;2018;27;Young Adults (25-34);1;F;United States;Accessories;30;21.00;55.00;1020.00;630.00;1650.00
October;2018;31;Young Adults (25-34);1;F;United States;Clothing;30;7.00;9.00;60.00;210.00;270.00
October;2018;31;Young Adults (25-34);1;F;United States;Clothing;30;38.00;50.00;360.00;1140.00;1500.00
October;2018;32;Young Adults (25-34);1;F;Australia;Clothing;30;9.00;24.00;450.00;270.00;720.00
October;2018;39;Adults (35-64);1;M;Australia;Accessories;30;13.00;35.00;660.00;390.00;1050.00
October;2018;45;Adults (35-64);1;F;United States;Clothing;30;9.00;24.00;450.00;270.00;720.00
October;2018;56;Adults (35-64);1;M;United States;Accessories;30;4.00;10.00;180.00;120.00;300.00
October;2018;57;Adults (35-64);1;M;United States;Accessories;30;2.00;5.00;90.00;60.00;150.00
October;2018;26;Young Adults (25-34);1;M;United States;Accessories;29;13.00;35.00;638.00;377.00;1015.00
October;2018;33;Young Adults (25-34);1;F;Australia;Accessories;29;2.00;5.00;87.00;58.00;145.00
October;2018;42;Adults (35-64);1;F;United States;Accessories;29;2.00;5.00;87.00;58.00;145.00
October;2018;47;Adults (35-64);1;F;United Kingdom;Accessories;29;4.00;10.00;174.00;116.00;290.00
October;2018;47;Adults (35-64);1;F;United Kingdom;Clothing;29;42.00;54.00;348.00;1218.00;1566.00
October;2018;50;Adults (35-64);1;F;United Kingdom;Accessories;29;8.00;22.00;406.00;232.00;638.00
October;2018;28;Young Adults (25-34);1;F;France;Accessories;28;2.00;5.00;84.00;56.00;140.00
October;2018;31;Young Adults (25-34);1;M;United States;Accessories;28;13.00;35.00;616.00;364.00;980.00
October;2018;41;Adults (35-64);1;F;United Kingdom;Clothing;28;7.00;9.00;56.00;196.00;252.00
October;2018;49;Adults (35-64);1;M;Australia;Accessories;28;2.00;5.00;84.00;56.00;140.00
October;2018;26;Young Adults (25-34);1;M;United States;Accessories;27;13.00;35.00;594.00;351.00;945.00
October;2018;27;Young Adults (25-34);1;F;United States;Accessories;27;3.00;9.00;162.00;81.00;243.00
October;2018;27;Young Adults (25-34);1;F;United States;Accessories;27;3.00;8.00;135.00;81.00;216.00
October;2018;31;Young Adults (25-34);1;M;United States;Accessories;27;2.00;5.00;81.00;54.00;135.00
October;2018;42;Adults (35-64);1;M;Germany;Accessories;27;4.00;10.00;162.00;108.00;270.00
October;2018;45;Adults (35-64);1;F;United Kingdom;Clothing;27;3.00;9.00;162.00;81.00;243.00
October;2018;45;Adults (35-64);1;F;United States;Accessories;27;1.00;2.00;27.00;27.00;54.00
October;2018;31;Young Adults (25-34);1;F;United States;Accessories;26;13.00;35.00;572.00;338.00;910.00
October;2018;32;Young Adults (25-34);1;F;United States;Clothing;26;9.00;24.00;390.00;234.00;624.00
October;2018;39;Adults (35-64);1;F;United States;Accessories;26;1.00;2.00;26.00;26.00;52.00
October;2018;31;Young Adults (25-34);1;M;United States;Accessories;25;13.00;35.00;550.00;325.00;875.00
October;2018;32;Young Adults (25-34);1;F;United States;Accessories;25;13.00;35.00;550.00;325.00;875.00
October;2018;42;Adults (35-64);1;F;Germany;Clothing;25;7.00;9.00;50.00;175.00;225.00
October;2018;42;Adults (35-64);1;F;United States;Accessories;25;13.00;35.00;550.00;325.00;875.00
October;2018;18;Youth (<25);1;F;United Kingdom;Clothing;24;9.00;24.00;360.00;216.00;576.00
October;2018;27;Young Adults (25-34);1;F;Australia;Clothing;24;3.00;9.00;144.00;72.00;216.00
October;2018;31;Young Adults (25-34);1;M;United States;Accessories;24;2.00;5.00;72.00;48.00;120.00
October;2018;42;Adults (35-64);1;F;United States;Accessories;24;2.00;5.00;72.00;48.00;120.00
October;2018;45;Adults (35-64);1;M;United States;Accessories;24;1.00;2.00;24.00;24.00;48.00
October;2018;17;Youth (<25);1;M;United States;Clothing;23;24.00;64.00;920.00;552.00;1472.00
October;2018;30;Young Adults (25-34);1;F;United States;Clothing;23;38.00;50.00;276.00;874.00;1150.00
October;2018;36;Adults (35-64);1;M;Australia;Accessories;23;1.00;4.00;69.00;23.00;92.00
October;2018;49;Adults (35-64);1;M;Australia;Clothing;23;9.00;24.00;345.00;207.00;552.00
October;2018;50;Adults (35-64);1;F;United Kingdom;Clothing;23;24.00;64.00;920.00;552.00;1472.00
October;2018;28;Young Adults (25-34);1;F;canada;Clothing;22;42.00;54.00;264.00;924.00;1188.00
October;2018;33;Young Adults (25-34);1;F;Australia;Accessories;22;3.00;8.00;110.00;66.00;176.00
October;2018;34;Young Adults (25-34);1;F;Australia;Accessories;22;1.00;2.00;22.00;22.00;44.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;21;3.00;8.00;105.00;63.00;168.00
October;2018;40;Adults (35-64);1;F;Australia;Accessories;21;3.00;9.00;126.00;63.00;189.00
October;2018;40;Adults (35-64);1;F;United States;Accessories;21;1.00;4.00;63.00;21.00;84.00
October;2018;42;Adults (35-64);1;M;Germany;Accessories;21;8.00;22.00;294.00;168.00;462.00
October;2018;25;Young Adults (25-34);1;F;United States;Clothing;20;9.00;24.00;300.00;180.00;480.00
October;2018;29;Young Adults (25-34);1;F;canada;Accessories;20;9.00;25.00;320.00;180.00;500.00
October;2018;34;Young Adults (25-34);1;F;Australia;Accessories;20;21.00;55.00;680.00;420.00;1100.00
October;2018;45;Adults (35-64);1;M;United States;Accessories;20;1.00;2.00;20.00;20.00;40.00
October;2018;48;Adults (35-64);1;F;United States;Accessories;20;2.00;5.00;60.00;40.00;100.00
October;2018;56;Adults (35-64);1;M;United States;Accessories;20;13.00;35.00;440.00;260.00;700.00
October;2018;18;Youth (<25);1;M;United States;Accessories;19;2.00;5.00;57.00;38.00;95.00
October;2018;22;Youth (<25);1;M;United Kingdom;Accessories;19;2.00;5.00;57.00;38.00;95.00
October;2018;24;Youth (<25);1;M;Germany;Accessories;19;1.00;2.00;19.00;19.00;38.00
October;2018;36;Adults (35-64);1;M;United States;Accessories;19;13.00;35.00;418.00;247.00;665.00
October;2018;56;Adults (35-64);1;M;United States;Accessories;19;4.00;10.00;114.00;76.00;190.00
October;2018;22;Youth (<25);1;M;United Kingdom;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;25;Young Adults (25-34);1;F;United States;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;25;Young Adults (25-34);1;F;canada;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;48;Adults (35-64);1;F;Germany;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;58;Adults (35-64);1;M;canada;Accessories;18;2.00;5.00;54.00;36.00;90.00
October;2018;38;Adults (35-64);1;M;United States;Accessories;17;2.00;5.00;51.00;34.00;85.00
October;2018;49;Adults (35-64);1;M;United States;Accessories;17;1.00;2.00;17.00;17.00;34.00
October;2018;51;Adults (35-64);1;F;Germany;Accessories;17;2.00;5.00;51.00;34.00;85.00
October;2018;19;Youth (<25);1;M;United States;Accessories;16;2.00;5.00;48.00;32.00;80.00
October;2018;20;Youth (<25);1;M;France;Accessories;16;1.00;4.00;48.00;16.00;64.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;16;2.00;5.00;48.00;32.00;80.00
October;2018;29;Young Adults (25-34);1;F;canada;Accessories;16;13.00;35.00;352.00;208.00;560.00
October;2018;40;Adults (35-64);1;F;Australia;Accessories;16;3.00;9.00;96.00;48.00;144.00
October;2018;42;Adults (35-64);1;F;Germany;Clothing;16;38.00;50.00;192.00;608.00;800.00
October;2018;48;Adults (35-64);1;F;United States;Accessories;16;2.00;5.00;48.00;32.00;80.00
October;2018;18;Youth (<25);1;F;United Kingdom;Clothing;15;38.00;50.00;180.00;570.00;750.00
October;2018;32;Young Adults (25-34);1;F;Australia;Accessories;15;13.00;35.00;330.00;195.00;525.00
October;2018;47;Adults (35-64);1;F;United Kingdom;Accessories;15;4.00;10.00;90.00;60.00;150.00
October;2018;30;Young Adults (25-34);1;F;Germany;Accessories;14;13.00;35.00;308.00;182.00;490.00
October;2018;33;Young Adults (25-34);1;F;Australia;Accessories;14;2.00;5.00;42.00;28.00;70.00
October;2018;45;Adults (35-64);1;F;United States;Accessories;14;1.00;2.00;14.00;14.00;28.00
October;2018;21;Youth (<25);1;F;canada;Accessories;13;2.00;5.00;39.00;26.00;65.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;13;2.00;5.00;39.00;26.00;65.00
October;2018;35;Adults (35-64);1;M;canada;Accessories;13;2.00;5.00;39.00;26.00;65.00
October;2018;36;Adults (35-64);1;M;United States;Accessories;13;3.00;9.00;78.00;39.00;117.00
October;2018;40;Adults (35-64);1;F;Australia;Clothing;13;7.00;9.00;26.00;91.00;117.00
October;2018;48;Adults (35-64);1;F;United States;Accessories;13;2.00;5.00;39.00;26.00;65.00
October;2018;51;Adults (35-64);1;F;Germany;Accessories;13;13.00;35.00;286.00;169.00;455.00
October;2018;18;Youth (<25);1;M;United States;Accessories;12;2.00;5.00;36.00;24.00;60.00
October;2018;22;Youth (<25);1;M;United Kingdom;Accessories;12;8.00;22.00;168.00;96.00;264.00
October;2018;30;Young Adults (25-34);1;F;United States;Clothing;12;7.00;9.00;24.00;84.00;108.00
October;2018;32;Young Adults (25-34);1;F;Australia;Accessories;12;11.00;30.00;228.00;132.00;360.00
October;2018;27;Young Adults (25-34);1;F;United States;Accessories;11;3.00;9.00;66.00;33.00;99.00
October;2018;28;Young Adults (25-34);1;M;United States;Accessories;11;8.00;22.00;154.00;88.00;242.00
October;2018;17;Youth (<25);1;M;United States;Accessories;10;2.00;5.00;30.00;20.00;50.00
October;2018;22;Youth (<25);1;M;France;Accessories;10;12.00;33.00;210.00;120.00;330.00
October;2018;38;Adults (35-64);1;M;United States;Accessories;10;13.00;35.00;220.00;130.00;350.00
October;2018;39;Adults (35-64);1;F;United States;Accessories;10;1.00;2.00;10.00;10.00;20.00
October;2018;18;Youth (<25);1;F;United Kingdom;Accessories;9;1.00;4.00;27.00;9.00;36.00
October;2018;24;Youth (<25);1;M;canada;Accessories;9;4.00;10.00;54.00;36.00;90.00
October;2018;26;Young Adults (25-34);1;M;United States;Clothing;9;9.00;24.00;135.00;81.00;216.00
October;2018;57;Adults (35-64);1;M;United States;Accessories;9;59.00;159.00;900.00;531.00;1431.00
October;2018;25;Young Adults (25-34);1;F;canada;Accessories;8;2.00;5.00;24.00;16.00;40.00
October;2018;35;Adults (35-64);1;F;United Kingdom;Accessories;8;1.00;2.00;8.00;8.00;16.00
October;2018;36;Adults (35-64);1;M;United States;Accessories;8;3.00;9.00;48.00;24.00;72.00
October;2018;36;Adults (35-64);1;M;United States;Accessories;8;2.00;5.00;24.00;16.00;40.00
October;2018;42;Adults (35-64);1;M;Germany;Clothing;8;9.00;24.00;120.00;72.00;192.00
October;2018;28;Young Adults (25-34);1;F;France;Accessories;7;2.00;5.00;21.00;14.00;35.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;7;13.00;35.00;154.00;91.00;245.00
October;2018;32;Young Adults (25-34);1;F;United States;Accessories;7;2.00;5.00;21.00;14.00;35.00
October;2018;42;Adults (35-64);1;M;Germany;Accessories;7;4.00;10.00;42.00;28.00;70.00
October;2018;45;Adults (35-64);1;F;United States;Accessories;7;13.00;35.00;154.00;91.00;245.00
October;2018;19;Youth (<25);1;M;United States;Accessories;6;2.00;5.00;18.00;12.00;30.00
October;2018;38;Adults (35-64);1;M;United States;Accessories;6;1.00;4.00;18.00;6.00;24.00
October;2018;60;Adults (35-64);1;F;United States;Accessories;6;1.00;4.00;18.00;6.00;24.00
October;2018;22;Youth (<25);1;M;France;Accessories;5;13.00;35.00;110.00;65.00;175.00
October;2018;29;Young Adults (25-34);1;F;canada;Accessories;5;9.00;25.00;80.00;45.00;125.00
October;2018;31;Young Adults (25-34);1;M;United States;Accessories;5;13.00;35.00;110.00;65.00;175.00
October;2018;38;Adults (35-64);1;M;United States;Clothing;5;9.00;24.00;75.00;45.00;120.00
October;2018;41;Adults (35-64);1;F;United Kingdom;Clothing;5;26.00;70.00;220.00;130.00;350.00
October;2018;49;Adults (35-64);1;M;United States;Accessories;5;1.00;2.00;5.00;5.00;10.00
October;2018;58;Adults (35-64);1;M;canada;Accessories;5;2.00;5.00;15.00;10.00;25.00
October;2018;22;Youth (<25);1;M;France;Accessories;4;12.00;33.00;84.00;48.00;132.00
October;2018;29;Young Adults (25-34);1;F;canada;Accessories;4;8.00;22.00;56.00;32.00;88.00
October;2018;32;Young Adults (25-34);1;F;Australia;Accessories;4;11.00;30.00;76.00;44.00;120.00
October;2018;38;Adults (35-64);1;M;United States;Accessories;4;1.00;4.00;12.00;4.00;16.00
October;2018;57;Adults (35-64);1;M;United States;Accessories;4;2.00;5.00;12.00;8.00;20.00
October;2018;45;Adults (35-64);1;F;United Kingdom;Accessories;3;8.00;22.00;42.00;24.00;66.00
October;2018;48;Adults (35-64);1;F;Germany;Accessories;3;2.00;5.00;9.00;6.00;15.00
October;2018;26;Young Adults (25-34);1;M;United States;Accessories;2;13.00;35.00;44.00;26.00;70.00
October;2018;29;Young Adults (25-34);1;M;United States;Accessories;2;1.00;2.00;2.00;2.00;4.00
October;2018;35;Adults (35-64);1;F;United Kingdom;Accessories;2;1.00;2.00;2.00;2.00;4.00
October;2018;40;Adults (35-64);1;F;United States;Accessories;2;1.00;4.00;6.00;2.00;8.00
October;2018;49;Adults (35-64);1;M;Australia;Accessories;2;2.00;5.00;6.00;4.00;10.00
October;2018;49;Adults (35-64);1;M;Australia;Accessories;2;13.00;35.00;44.00;26.00;70.00
October;2018;22;Youth (<25);1;M;United Kingdom;Bikes;1;308.00;565.00;257.00;308.00;565.00
October;2018;24;Youth (<25);1;M;Germany;Bikes;1;1519.00;2443.00;924.00;1519.00;2443.00
October;2018;25;Young Adults (25-34);1;F;Australia;Bikes;1;1083.00;1701.00;618.00;1083.00;1701.00
October;2018;27;Young Adults (25-34);1;F;United States;Bikes;1;1266.00;2320.00;1054.00;1266.00;2320.00
October;2018;27;Young Adults (25-34);1;F;Australia;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;28;Young Adults (25-34);1;F;canada;Bikes;1;1555.00;2443.00;888.00;1555.00;2443.00
October;2018;29;Young Adults (25-34);1;M;United States;Bikes;1;344.00;540.00;196.00;344.00;540.00
October;2018;30;Young Adults (25-34);1;F;Germany;Bikes;1;755.00;1215.00;460.00;755.00;1215.00
October;2018;32;Young Adults (25-34);1;F;United States;Bikes;1;1266.00;2320.00;1054.00;1266.00;2320.00
October;2018;32;Young Adults (25-34);1;F;United States;Accessories;1;2.00;5.00;3.00;2.00;5.00
October;2018;33;Young Adults (25-34);1;F;Australia;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;35;Adults (35-64);1;F;United Kingdom;Accessories;1;59.00;159.00;100.00;59.00;159.00
October;2018;36;Adults (35-64);1;M;United States;Bikes;1;1083.00;1701.00;618.00;1083.00;1701.00
October;2018;36;Adults (35-64);1;M;United States;Bikes;1;1083.00;1701.00;618.00;1083.00;1701.00
October;2018;38;Adults (35-64);1;M;United States;Bikes;1;308.00;565.00;257.00;308.00;565.00
October;2018;39;Adults (35-64);1;M;Australia;Bikes;1;461.00;742.00;281.00;461.00;742.00
October;2018;40;Adults (35-64);1;F;Australia;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;41;Adults (35-64);1;M;Australia;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;42;Adults (35-64);1;F;Germany;Bikes;1;1519.00;2443.00;924.00;1519.00;2443.00
October;2018;42;Adults (35-64);1;M;Germany;Accessories;1;2.00;5.00;3.00;2.00;5.00
October;2018;45;Adults (35-64);1;F;United Kingdom;Bikes;1;1252.00;2295.00;1043.00;1252.00;2295.00
October;2018;48;Adults (35-64);1;F;Germany;Bikes;1;1482.00;2384.00;902.00;1482.00;2384.00
October;2018;51;Adults (35-64);1;F;Germany;Accessories;1;2.00;5.00;3.00;2.00;5.00
October;2018;56;Adults (35-64);1;M;United States;Bikes;1;1252.00;2295.00;1043.00;1252.00;2295.00
October;2018;58;Adults (35-64);1;M;canada;Bikes;1;1252.00;2295.00;1043.00;1252.00;2295.00
October;2018;60;Adults (35-64);1;F;United States;Accessories;1;1.00;4.00;3.00;1.00;4.00
October;2018;60;Adults (35-64);1;F;United States;Accessories;1;1.00;4.00;3.00;1.00;4.00
October;2018;50;Adults (35-64);1;M;United States;Clothing;30;38.00;50.00;360.00;1140.00;1500.00
October;2018;34;Young Adults (25-34);1;M;canada;Accessories;29;1.00;2.00;29.00;29.00;58.00
October;2018;46;Adults (35-64);1;F;United States;Accessories;29;2.00;5.00;87.00;58.00;145.00
October;2018;46;Adults (35-64);1;F;United States;Clothing;29;3.00;9.00;174.00;87.00;261.00
October;2018;52;Adults (35-64);1;M;Australia;Clothing;29;7.00;9.00;58.00;203.00;261.00
October;2018;55;Adults (35-64);1;F;United States;Accessories;29;2.00;5.00;87.00;58.00;145.00
October;2018;41;Adults (35-64);1;F;canada;Accessories;28;2.00;5.00;84.00;56.00;140.00
October;2018;24;Youth (<25);1;F;United Kingdom;Clothing;27;38.00;50.00;324.00;1026.00;1350.00
October;2018;56;Adults (35-64);1;M;France;Accessories;27;1.00;4.00;81.00;27.00;108.00
October;2018;22;Youth (<25);1;M;canada;Accessories;26;1.00;4.00;78.00;26.00;104.00
October;2018;26;Young Adults (25-34);1;M;Australia;Clothing;26;26.00;70.00;1144.00;676.00;1820.00
October;2018;23;Youth (<25);1;F;Germany;Accessories;25;11.00;29.00;450.00;275.00;725.00
October;2018;28;Young Adults (25-34);1;M;United States;Clothing;25;7.00;9.00;50.00;175.00;225.00
October;2018;34;Young Adults (25-34);1;M;canada;Accessories;25;3.00;8.00;125.00;75.00;200.00
